vOTU	genome_length	genes	checkv_quality	miuvig_quality	completeness	completeness_method	cluster_contigs	cluster_proviruses	cluster_not_proviruses	n_samples	prevalence	mean_prevalent_abundance	mean_prevalent_rel_abund	Class	Order	Family	Subfamily	Genus	BaltimoreGroup	Host	annotated_genes	fraction_annotated
vOTU02838	34201	53	High-quality	High-quality	91	AAI-based (high-confidence)	20	7	13	20	0.01644100580270793	0.5623768000278582	0.00276264058976524	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	31	0.5849056603773585
vOTU11597	23226	29	Medium-quality	Genome-fragment	54.99	AAI-based (high-confidence)	10	10	0	10	0.02804642166344294	0.5221687474977111	0.00246410309303964	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Clostridium	18	0.6206896551724138
vOTU06949	109856	108	High-quality	High-quality	97.84	HMM-based (lower-bound)	8	7	1	8	0.43133462282398455	1.2444019638887411	0.00555943349315974	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Elizabethkingia	68	0.6296296296296297
vOTU02131	47900	60	Complete	High-quality	100	Provirus (high-confidence)	6	4	2	6	0.0058027079303675	1.2310856242173105	0.0055561528230769	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	34	0.5666666666666667
vOTU06274	38220	44	Medium-quality	Genome-fragment	85.91	AAI-based (high-confidence)	16	13	3	16	0.02127659574468085	1.228954036239713	0.006688569881015	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	18	0.4090909090909091
vOTU08131	48494	69	High-quality	High-quality	100	AAI-based (high-confidence)	14	6	8	14	0.01934235976789168	0.4799081898977669	0.00214751243789277	Caudoviricetes	n.a.	Unclassified	Unclassified	Eponavirus	Group I	Faecalibacterium	49	0.7101449275362319
vOTU07782	49399	73	High-quality	High-quality	100	AAI-based (high-confidence)	6	2	4	6	0.01450676982591876	0.454583388186151	0.00247427252240477	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	41	0.5616438356164384
vOTU07838	22765	37	Medium-quality	Genome-fragment	65.2	AAI-based (high-confidence)	6	0	6	6	0.00386847195357833	0.4294903424606752	0.00172234787792555	Caudoviricetes	n.a.	Unclassified	Unclassified	Arawnvirus	Group I	Butyrivibrio	22	0.5945945945945946
vOTU17732	51898	58	Medium-quality	Genome-fragment	77.64	HMM-based (lower-bound)	6	2	4	6	0.02030947775628626	2.257196987560597	0.01130717562567564	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	16	0.27586206896551724
vOTU06327	45867	50	Complete	High-quality	100	Provirus (high-confidence)	19	17	2	19	0.02224371373307543	1.0291182439628652	0.00477184406098742	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	25	0.5
vOTU12456	31955	42	Medium-quality	Genome-fragment	76.92	AAI-based (high-confidence)	9	4	5	9	0.01063829787234042	0.6946606741363883	0.00305804369385123	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	13	0.30952380952380953
vOTU15318	30414	46	Complete	High-quality	100	Provirus (medium-confidence)	13	11	2	13	0.00676982591876208	1.547401676066669	0.0074378419703653	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	19	0.4130434782608696
vOTU18299	30820	47	Complete	High-quality	100	Provirus (medium-confidence)	44	42	2	44	0.0058027079303675	1.152365471753355	0.00540661926947859	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.5531914893617021
vOTU07355	44443	66	High-quality	High-quality	99.65	AAI-based (high-confidence)	14	3	11	14	0.02901353965183752	0.379420560980559	0.00167303368602114	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.42424242424242425
vOTU16172	40405	57	Complete	High-quality	100	Provirus (medium-confidence)	30	10	20	30	0.04738878143133462	1.4838190553954629	0.00822294351357476	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Ruminococcus	34	0.5964912280701754
vOTU17578	157063	216	High-quality	High-quality	100	AAI-based (high-confidence)	87	24	63	87	0.03191489361702127	0.8909559916145919	0.00434387145778981	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	69	0.3194444444444444
vOTU12450	45915	48	Medium-quality	Genome-fragment	78.77	HMM-based (lower-bound)	6	0	6	6	0.03868471953578337	0.6129663110357917	0.00283858055775765	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	17	0.3541666666666667
vOTU15658	43443	53	Complete	High-quality	100	Provirus (high-confidence)	6	4	2	6	0.00290135396518375	0.4910063165460675	0.00224313995778771	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	38	0.71698113207547165
vOTU15966	38905	42	Medium-quality	Genome-fragment	80.38	AAI-based (high-confidence)	7	5	2	7	0.00773694390715667	0.7584426469335166	0.00342146632230976	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	21	0.5
vOTU00076	32299	48	High-quality	High-quality	100	AAI-based (high-confidence)	297	47	250	296	0.4410058027079304	0.9308242823393128	0.00444127059882019	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	33	0.6875
vOTU00551	44885	62	Complete	High-quality	100	Provirus (high-confidence)	10	2	8	10	0.00870406189555125	0.7931728553828045	0.00374117446042278	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	37	0.5967741935483871
vOTU15999	61963	90	High-quality	High-quality	100	AAI-based (high-confidence)	20	6	14	20	0.0425531914893617	0.5049065308420227	0.00247318370532956	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	49	0.5444444444444444
vOTU01989	45314	60	High-quality	High-quality	100	AAI-based (high-confidence)	18	5	13	18	0.03191489361702127	0.5750911635262634	0.00270622855070735	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	44	0.7333333333333333
vOTU08260	51600	67	High-quality	High-quality	100	AAI-based (medium-confidence)	13	2	11	13	0.06286266924564797	0.29174000601169287	0.00140324032934186	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Clostridium	44	0.6567164179104478
vOTU18202	38682	54	Complete	High-quality	100	DTR (high-confidence)	6	0	6	6	0.01160541586073501	0.783342453067136	0.00421392825942758	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	23	0.42592592592592593
vOTU06116	30039	53	Complete	High-quality	100	Provirus (medium-confidence)	11	9	2	11	0.01450676982591876	0.7116355229667612	0.00361800831812814	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Butyrivibrio	25	0.4716981132075472
vOTU10601	76875	128	Complete	High-quality	100	Provirus (high-confidence)	9	5	4	9	0.00290135396518375	0.9338437361516544	0.00436518169285657	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	45	0.3515625
vOTU18061	160148	210	High-quality	High-quality	100	AAI-based (high-confidence)	20	12	8	20	0.01160541586073501	0.35541625880297945	0.00172654475749015	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	68	0.3238095238095238
vOTU13131	94179	87	Complete	High-quality	100	DTR (high-confidence)	35	10	25	35	0.05705996131528046	0.9798571263567256	0.00421744335084283	Caudoviricetes	Crassvirales	Crevaviridae	O	O	Group I	Unspecified	79	0.9080459770114944
vOTU16594	98466	129	High-quality	High-quality	100	AAI-based (high-confidence)	18	0	18	18	0.01644100580270793	1.6605292532276963	0.00776222775701285	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Enterocloster	42	0.32558139534883723
vOTU00675	46303	64	Complete	High-quality	100	Provirus (medium-confidence)	8	7	1	8	0.0967117988394584	0.8274348493026273	0.00365446657435287	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	32	0.5
vOTU07295	5415	8	High-quality	High-quality	100	HMM-based (lower-bound)	9	1	8	9	0.03288201160541586	0.3919942054354433	0.00173515167571761	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	3	0.375
vOTU08160	56142	75	High-quality	High-quality	100	AAI-based (high-confidence)	8	7	1	8	9.67117988394584e-4	0.4714154953091714	0.00161521907717522	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	40	0.5333333333333333
vOTU00132	48597	55	High-quality	High-quality	100	AAI-based (high-confidence)	8	8	0	8	0.01353965183752417	0.6448921913796041	0.00314699656705423	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	15	0.2727272727272727
vOTU02714	17684	26	High-quality	High-quality	100	AAI-based (medium-confidence)	38	16	22	38	0.15473887814313347	0.2825991507468344	0.00145807091056583	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	6	0.2307692307692308
vOTU06185	61326	67	High-quality	High-quality	100	AAI-based (medium-confidence)	8	3	5	8	0.02224371373307543	0.4205423144554719	0.00234720933420534	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	21	0.31343283582089554
vOTU15525	44848	52	Complete	High-quality	100	Provirus (high-confidence)	16	9	7	16	0.00773694390715667	0.6660443880462306	0.00349245297640758	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.6730769230769231
vOTU02833	31155	49	High-quality	High-quality	100	AAI-based (medium-confidence)	13	7	6	13	0.03094777562862669	1.1398839840827455	0.00540192488428933	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.5714285714285714
vOTU00280	446001	422	High-quality	High-quality	100	HMM-based (lower-bound)	6	0	6	6	0.00967117988394584	0.6488101207201394	0.00301711008944369	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	149	0.35308056872037913
vOTU07964	44052	51	High-quality	High-quality	100	AAI-based (high-confidence)	31	11	20	31	0.06963249516441006	0.6699316446075855	0.00327911688695009	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	36	0.7058823529411765
vOTU18491	57297	50	High-quality	High-quality	90.73	HMM-based (lower-bound)	6	5	1	6	9.67117988394584e-4	0.7905660109044875	0.00408807124327815	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	28	0.56
vOTU03895	77766	119	Complete	High-quality	100	Provirus (high-confidence)	7	5	2	7	0.00676982591876208	1.570269745305447	0.00643418304432744	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	46	0.3865546218487395
vOTU10414	32338	52	Medium-quality	Genome-fragment	86.09	AAI-based (high-confidence)	9	7	2	9	0.00290135396518375	0.5660446597832577	0.00299137063623315	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	31	0.5961538461538461
vOTU13456	49066	69	High-quality	High-quality	100	AAI-based (high-confidence)	9	0	9	9	0.00870406189555125	3.3881009074082553	0.01890197051152449	Caudoviricetes	n.a.	Unclassified	Unclassified	Unclassified	Group I	Escherichia	50	0.7246376811594203
vOTU03509	43945	54	High-quality	High-quality	100	AAI-based (high-confidence)	6	4	2	6	0.00870406189555125	0.37103004612519935	0.00162763263336884	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	36	0.6666666666666666
vOTU09326	77629	89	High-quality	High-quality	100	AAI-based (high-confidence)	74	41	33	73	0.01450676982591876	2.316379221122772	0.01155030428093998	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	36	0.4044943820224719
vOTU03890	43116	62	Medium-quality	Genome-fragment	71.37	HMM-based (lower-bound)	19	7	12	19	0.10251450676982592	0.5004822971977343	0.00260173517488112	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.5645161290322581
vOTU04495	69472	109	High-quality	High-quality	100	AAI-based (high-confidence)	6	4	2	6	9.67117988394584e-4	0.6051116559293322	0.00311119140969631	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	52	0.47706422018348627
vOTU15740	15699	20	Medium-quality	Genome-fragment	67.17	AAI-based (medium-confidence)	17	0	17	17	0.00290135396518375	3.2852967479655955	0.01812152296479338	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	9	0.45
vOTU04682	55910	98	Complete	High-quality	100	Provirus (high-confidence)	6	3	3	6	0.00386847195357833	1.2283041459966304	0.0071031714316478	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Clostridioides	47	0.47959183673469385
vOTU07930	66439	95	High-quality	High-quality	100	AAI-based (high-confidence)	7	1	6	7	0.01934235976789168	0.7963760351131419	0.00336298503099077	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	50	0.5263157894736842
vOTU07401	45835	53	High-quality	High-quality	100	AAI-based (high-confidence)	12	7	5	12	0.01063829787234042	2.5662236707687343	0.01306127026813852	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	19	0.3584905660377358
vOTU02672	39476	48	Complete	High-quality	100	Provirus (medium-confidence)	21	19	2	21	0.00483558994197292	0.3811554959504861	0.00178551446239332	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Streptococcus	30	0.625
vOTU05501	49819	55	High-quality	High-quality	100	AAI-based (high-confidence)	6	3	3	6	9.67117988394584e-4	0.2763302289684781	0.00115455202684591	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Streptococcus	38	0.6909090909090909
vOTU17827	38569	47	High-quality	High-quality	100	AAI-based (high-confidence)	12	1	11	12	0.06769825918762089	0.6343147388068232	0.0028434886906225	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	15	0.3191489361702128
vOTU10221	36042	61	Complete	High-quality	100	Provirus (high-confidence)	7	4	3	7	0.00773694390715667	0.5475753576377945	0.00227865320624422	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Butyrivibrio	27	0.4426229508196721
vOTU10999	39458	52	Medium-quality	Genome-fragment	72.71	HMM-based (lower-bound)	12	0	12	12	0.02127659574468085	2.483827287281813	0.01445184024660366	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	16	0.3076923076923077
vOTU10678	389444	520	High-quality	High-quality	98.47	AAI-based (high-confidence)	27	0	27	27	0.0551257253384913	2.7786070873576474	0.01284044046910124	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Prevotella	100	0.19230769230769232
vOTU04479	36394	50	High-quality	High-quality	100	AAI-based (medium-confidence)	7	3	4	6	0.00290135396518375	1.8064613864250303	0.01225099556095281	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	17	0.34
vOTU00878	35823	50	Complete	High-quality	100	Provirus (high-confidence)	22	13	9	22	0.02901353965183752	0.556280860486081	0.00247578498112546	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	33	0.66
vOTU15093	26555	31	Medium-quality	Genome-fragment	78	AAI-based (medium-confidence)	6	5	1	6	0.00870406189555125	0.9885707642940385	0.00389185431139131	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	6	0.1935483870967742
vOTU11478	46664	85	Medium-quality	Genome-fragment	63.05	AAI-based (high-confidence)	10	8	2	10	0.0551257253384913	1.1532783116749008	0.00529285625064251	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.4117647058823529
vOTU04260	187506	207	High-quality	High-quality	99.95	AAI-based (high-confidence)	10	0	10	10	0.01740812379110251	1.1114704750840296	0.00502158071764051	Caudoviricetes	Crassvirales	Steigviridae	O	O	Group I	Unspecified	60	0.2898550724637681
vOTU05756	88413	116	High-quality	High-quality	100	AAI-based (high-confidence)	15	0	15	15	0.01450676982591876	3.4049453416816013	0.01483296902729121	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Aeromonas	34	0.29310344827586204
vOTU17898	52554	75	High-quality	High-quality	100	AAI-based (high-confidence)	13	4	9	13	0.00290135396518375	0.518268839092554	0.0020266835348272	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	49	0.6533333333333333
vOTU03527	58765	89	Medium-quality	Genome-fragment	79.49	AAI-based (high-confidence)	7	0	7	7	0.00967117988394584	0.5201354236207921	0.00214715992938359	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	36	0.4044943820224719
vOTU01696	253870	274	High-quality	High-quality	91.4	HMM-based (lower-bound)	7	0	7	7	0.09187620889748548	0.9205251605407594	0.00410524857677129	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Acinetobacter	195	0.7116788321167883
vOTU13550	70541	102	High-quality	High-quality	100	AAI-based (high-confidence)	8	4	4	8	0.01353965183752417	0.6434634095527731	0.00291562292058786	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	40	0.392156862745098
vOTU16764	107865	100	High-quality	High-quality	100	AAI-based (medium-confidence)	19	0	19	19	0.2601547388781431	1.298157102976328	0.00587323844798645	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	46	0.46
vOTU18271	19180	35	Medium-quality	Genome-fragment	59.56	AAI-based (high-confidence)	8	3	5	8	0.00870406189555125	1.2872465749402593	0.00565480310032932	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	17	0.4857142857142857
vOTU17406	49452	64	High-quality	High-quality	100	AAI-based (medium-confidence)	14	0	14	14	0.02321083172147002	0.7684582187509001	0.00371867536191323	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	18	0.28125
vOTU03675	117441	127	High-quality	High-quality	93.33	HMM-based (lower-bound)	22	16	6	22	0.08123791102514506	0.8491935320635209	0.00395699363437487	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	65	0.5118110236220472
vOTU13434	48995	66	High-quality	High-quality	100	AAI-based (high-confidence)	9	4	5	9	0.04448742746615087	0.692811296951023	0.0034130527628922	Caudoviricetes	n.a.	Unclassified	Unclassified	O	Group I	Faecalibacterium	65	0.9848484848484848
vOTU14911	40794	52	Complete	High-quality	100	Provirus (high-confidence)	7	3	4	7	0.0299806576402321	0.23556262003863515	0.00104549207692325	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	12	0.2307692307692308
vOTU11305	58320	74	Medium-quality	Genome-fragment	62.69	HMM-based (lower-bound)	6	5	1	6	0.04352030947775628	0.8241114581190806	0.00372752977561453	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	39	0.527027027027027
vOTU14708	13735	18	Medium-quality	Genome-fragment	71.77	AAI-based (medium-confidence)	7	0	7	7	0.01160541586073501	5.1482962855999315	0.01383382239145362	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	10	0.5555555555555556
vOTU17947	78250	122	High-quality	High-quality	100	AAI-based (high-confidence)	36	14	22	35	0.01934235976789168	0.6488305090062871	0.00294556153836488	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	54	0.4426229508196721
vOTU17544	43524	44	High-quality	High-quality	96.4	AAI-based (medium-confidence)	13	8	5	13	0.02127659574468085	1.0376441422789884	0.00567061613160094	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	13	0.29545454545454547
vOTU04811	47312	66	High-quality	High-quality	100	AAI-based (high-confidence)	14	3	11	14	0.02030947775628626	0.4439218704694104	0.00218660862776563	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	34	0.5151515151515151
vOTU17925	34200	34	Complete	High-quality	100	Provirus (medium-confidence)	11	8	3	11	0.00870406189555125	0.7348004475082093	0.00429510582891877	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	12	0.35294117647058826
vOTU17901	43087	57	High-quality	High-quality	100	AAI-based (high-confidence)	63	34	29	63	0.1576402321083172	0.8595835698472996	0.00377066855962348	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	21	0.3684210526315789
vOTU06427	41916	76	High-quality	High-quality	100	AAI-based (high-confidence)	9	4	5	9	0.00870406189555125	0.5164319339752632	0.00262388795067021	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	29	0.3815789473684211
vOTU06223	41352	60	High-quality	High-quality	100	AAI-based (high-confidence)	20	11	9	20	0.04352030947775628	0.5727662578815554	0.00258866143765346	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.43333333333333335
vOTU00731	96588	124	Complete	High-quality	100	Provirus (high-confidence)	9	5	4	9	9.67117988394584e-4	0.6160657920216404	0.00315541315640856	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	61	0.49193548387096775
vOTU15587	5264	5	High-quality	High-quality	100	HMM-based (lower-bound)	14	0	14	14	0.29206963249516443	0.5414084852784762	0.00252625509809068	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	4	0.8
vOTU17109	63306	98	Complete	High-quality	100	Provirus (high-confidence)	6	2	4	6	0.0058027079303675	1.0384752490884082	0.00654829348082496	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	25	0.25510204081632654
vOTU09360	8688	13	Medium-quality	Genome-fragment	51.16	AAI-based (high-confidence)	15	9	6	15	0.07833655705996131	0.5018843058890675	0.00235588106387666	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	6	0.4615384615384616
vOTU16464	150756	152	Medium-quality	Genome-fragment	85.91	AAI-based (high-confidence)	10	1	9	10	0.0183752417794971	1.3729024122015896	0.00496039647976115	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	60	0.3947368421052632
vOTU08025	61588	101	High-quality	High-quality	100	AAI-based (high-confidence)	36	9	27	36	0.10058027079303676	0.6126235667844165	0.00276320568369347	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Streptococcus	48	0.4752475247524752
vOTU16120	40601	58	High-quality	High-quality	98.29	AAI-based (medium-confidence)	6	5	1	6	0.00386847195357833	0.5095653685004025	0.00242978343004492	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Dorea	32	0.5517241379310345
vOTU00250	48182	66	Complete	High-quality	100	Provirus (high-confidence)	37	9	28	37	0.086073500967118	0.551274035204869	0.00263493934459924	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	43	0.6515151515151515
vOTU14934	100563	128	Complete	High-quality	100	Provirus (high-confidence)	12	5	7	12	0.02321083172147002	0.3898313202350009	0.00167030471957393	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	45	0.3515625
vOTU05990	71715	68	Medium-quality	Genome-fragment	76.98	AAI-based (high-confidence)	8	0	8	8	0.16054158607350097	1.8811407051925504	0.00728745169057386	Caudoviricetes	Crassvirales	Crevaviridae	Doltivirinae	Kahucivirus	Group I	Unspecified	61	0.8970588235294118
vOTU05755	51371	74	Medium-quality	Genome-fragment	83.48	AAI-based (high-confidence)	11	5	6	11	0.02127659574468085	0.9655394932606584	0.00467743281369191	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	29	0.3918918918918919
vOTU17390	38491	61	Complete	High-quality	100	Provirus (high-confidence)	6	2	4	6	0.05705996131528046	0.5720675042601014	0.00258746048428888	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Propionibacterium	25	0.4098360655737705
vOTU17299	54797	80	High-quality	High-quality	100	AAI-based (high-confidence)	7	5	2	7	0.00870406189555125	0.4482344720244843	0.00186819744625967	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	55	0.6875
vOTU13760	14021	19	Medium-quality	Genome-fragment	84.08	AAI-based (high-confidence)	6	4	2	6	9.67117988394584e-4	0.31420017358985947	0.0014740265089409	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	6	0.3157894736842105
vOTU00985	18144	28	High-quality	High-quality	95.21	AAI-based (high-confidence)	7	2	5	7	0.02127659574468085	0.46852007504207377	0.00237358469369287	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	4	0.14285714285714285
vOTU17446	33572	47	Complete	High-quality	100	Provirus (medium-confidence)	7	6	1	7	0.0058027079303675	0.40492524553101267	0.00207504464706527	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	25	0.5319148936170213
vOTU01983	35225	61	High-quality	High-quality	98.35	AAI-based (high-confidence)	6	2	4	6	0.00386847195357833	1.0923623797923434	0.00532305846589576	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	21	0.3442622950819672
vOTU02785	35964	55	High-quality	High-quality	100	AAI-based (high-confidence)	11	1	10	11	0.02127659574468085	0.5142896463799529	0.00281722623310019	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.4727272727272727
vOTU10688	38367	57	High-quality	High-quality	100	AAI-based (high-confidence)	12	5	7	12	0.01450676982591876	0.6506227127320402	0.00313417667866285	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	26	0.45614035087719296
vOTU03720	47820	63	High-quality	High-quality	93.67	AAI-based (high-confidence)	10	8	2	10	0.01353965183752417	1.5281226657516571	0.01066314841479637	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	22	0.3492063492063492
vOTU13170	96252	116	Medium-quality	Genome-fragment	81.5	HMM-based (lower-bound)	9	0	9	9	0.02707930367504835	0.8444137821435477	0.00407792739120449	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	45	0.3879310344827586
vOTU11271	35813	56	Complete	High-quality	100	Provirus (high-confidence)	10	6	4	10	0.0299806576402321	0.3247175829687735	0.00153803455539459	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Dorea	33	0.5892857142857143
vOTU18401	67357	87	High-quality	High-quality	100	AAI-based (high-confidence)	38	17	21	38	9.67117988394584e-4	1.341479929780789	0.00934761068770441	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	35	0.40229885057471265
vOTU06460	132844	145	High-quality	High-quality	100	AAI-based (medium-confidence)	37	22	15	37	0.15377176015473887	1.456177118365017	0.00620554522030379	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bacteroides	60	0.41379310344827586
vOTU03255	62065	94	Complete	High-quality	100	Provirus (high-confidence)	6	1	5	6	0.00290135396518375	0.8237786152860848	0.00470525039645766	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Unspecified	54	0.574468085106383
vOTU15884	34201	50	High-quality	High-quality	90.36	AAI-based (high-confidence)	7	1	6	7	0.00386847195357833	0.8102038333920045	0.00397630047436374	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Bifidobacterium	17	0.34
vOTU16686	29774	57	Medium-quality	Genome-fragment	83.88	AAI-based (high-confidence)	9	0	9	9	0.00483558994197292	0.47281764484124383	0.0023778408510233	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	20	0.3508771929824561
vOTU10781	39671	71	High-quality	High-quality	100	AAI-based (high-confidence)	7	4	3	7	0.01740812379110251	0.6553047292061732	0.00360932032254655	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	30	0.4225352112676056
vOTU17043	54949	84	Complete	High-quality	100	Provirus (medium-confidence)	19	7	12	19	0.05029013539651837	0.3842218772660594	0.00184545350473856	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	38	0.4523809523809524
vOTU14050	32854	52	Complete	High-quality	100	Provirus (high-confidence)	18	6	12	18	0.0299806576402321	0.4560163321308934	0.00230738505568758	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	23	0.4423076923076923
vOTU06326	33669	55	Complete	High-quality	100	Provirus (high-confidence)	14	8	6	14	0.00483558994197292	1.9181683662900544	0.00910987299674258	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	24	0.43636363636363634
vOTU07287	32626	48	Complete	High-quality	100	Provirus (high-confidence)	17	7	10	17	0.01934235976789168	0.9112560588080264	0.00379813607125274	Caudoviricetes	n.a.	Unclassified	O	O	Group I	Faecalibacterium	30	0.625
vOTU00102	60968	62	High-quality	High-quality	100	AAI-based (high-confidence)	38	0	38	38	0.20889748549323017	1.5855084792046157	0.00737265711992965	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	32	0.5161290322580645
